"","PARTY","educ","race","Voted_2020","gender","FT_DemParty","FT_RepParty","FT_Biden_pre","FT_Trump_pre","FT_Biden_post","FT_Trump_post","FT_Fauci","FT_fundamentalist","FT_Feminists","FT_Liberals","FT_laborUnions","FT_bigBusiness","FT_conservatives","FT_SCOTUS","FT_gaymen","FT_Congress","FT_Muslims","FT_Christians","FT_Jewish","FT_police","FT_Transpeople","FT_Scientist","FT_BLM","FT_journalists","FT_NATO","FT_UN","FT_NRA","FT_Socialist","FT_capitalist","FT_FBI","FT_ICE","FT_MeToo","FT_rural","FT_Parent","FT_WHO","FT_CDC"
"3739","Democrat","High School","White",FALSE,"Female",40,30,30,15,40,15,30,0,70,60,50,30,40,50,100,40,100,40,100,40,100,100,60,30,50,60,60,40,30,30,30,50,50,85,40,50
"3740","Democrat","Bachelor's Degree","White",TRUE,"Male",50,0,70,0,85,0,85,0,100,85,85,30,0,30,100,40,100,30,100,30,100,100,100,85,85,85,0,85,50,85,15,85,40,85,85,85
"3741","Democrat","Some College","White",TRUE,"Female",85,0,85,0,100,0,100,0,70,60,70,60,0,60,100,60,70,60,100,86,85,100,100,30,70,85,40,50,50,85,60,85,70,100,100,100
"3742","Democrat","Bachelor's Degree","White",FALSE,"Female",60,40,60,30,60,15,70,15,40,60,40,60,40,40,85,40,40,70,70,15,85,85,60,50,70,60,40,60,85,30,30,85,50,85,70,40
"3743","Democrat","Graduate Degree","White",TRUE,"Male",85,0,100,0,100,0,100,50,80,75,80,75,50,80,95,85,80,100,100,90,90,100,90,80,95,95,20,70,90,95,50,95,100,90,100,100
"3744","Democrat","Some College","White",TRUE,"Male",70,30,70,15,85,15,70,50,60,50,100,30,50,60,70,40,70,85,85,85,60,70,70,70,NA,NA,50,NA,NA,50,60,NA,100,50,NA,60
"3745","Democrat","Bachelor's Degree","Hispanic",TRUE,"Male",70,85,50,85,60,85,60,50,50,50,50,15,50,60,50,40,50,50,50,70,50,60,50,30,50,50,50,50,50,70,70,50,50,60,40,40
"3746","Republican","Some College","Other",TRUE,"Male",40,35,60,0,75,15,70,45,65,55,55,70,55,35,65,40,30,60,70,60,60,95,55,65,70,45,55,45,75,90,30,45,60,15,55,70
"3747","Democrat","Graduate Degree","White",TRUE,"Female",75,15,85,0,85,0,95,NA,53,70,NA,60,30,45,50,20,65,90,75,75,55,95,60,80,35,15,0,4,55,50,18,100,55,40,20,85
"3748","Democrat","Some College","White",TRUE,"Female",60,0,70,0,70,0,100,0,85,85,85,15,15,30,85,40,85,30,70,30,85,85,70,60,70,60,0,50,30,60,15,70,60,100,60,100
"3749","Democrat","Less than High School","White",TRUE,"Female",100,0,100,0,100,0,100,60,85,100,50,70,30,70,100,70,85,100,100,30,50,85,100,100,NA,60,NA,50,50,70,70,NA,NA,100,70,100
"3750","Republican","Some College","White",TRUE,"Male",60,60,30,60,40,60,100,70,40,50,70,70,50,50,50,50,50,70,50,60,30,85,50,70,50,60,50,50,50,60,50,50,50,70,60,70
"3751","Democrat","Bachelor's Degree","White",TRUE,"Female",85,15,100,0,100,0,100,0,100,85,100,30,40,85,100,30,85,85,100,85,85,100,85,70,100,100,0,50,40,60,0,50,100,40,100,100
"3752","Republican","Bachelor's Degree","White",TRUE,"Male",30,70,30,85,30,85,70,50,15,50,50,70,50,85,50,15,30,50,50,70,15,85,15,15,70,70,70,30,50,70,70,30,85,85,40,85
"3753","Democrat","Bachelor's Degree","White",TRUE,"Female",60,0,85,0,85,0,100,40,100,50,40,50,40,100,85,50,100,50,100,100,100,100,50,100,85,100,0,50,85,85,50,100,70,85,100,100
"3754","Democrat","Graduate Degree","White",TRUE,"Female",85,50,70,15,85,15,100,100,85,100,85,40,60,85,100,85,100,100,100,85,100,100,100,85,85,85,40,NA,40,85,40,100,100,100,100,100
"3755","Democrat","Bachelor's Degree","White",TRUE,"Female",70,40,50,0,70,0,70,0,85,85,50,50,60,50,100,50,85,85,100,60,100,100,85,50,NA,100,30,50,40,85,30,85,NA,85,100,100
"3756","Democrat","Graduate Degree","Asian",TRUE,"Male",60,30,70,60,75,60,85,0,70,40,60,90,70,100,70,65,60,75,70,95,65,100,70,70,90,100,30,15,100,100,70,40,80,80,100,100
"3757","Republican","Some College","White",TRUE,"Male",0,85,20,100,2,85,0,0,0,0,50,40,25,75,50,10,100,25,100,0,50,100,0,0,25,10,50,0,75,50,100,0,100,50,100,100
"3758","Democrat",NA,"Hispanic",TRUE,"Female",70,85,70,0,70,0,NA,60,50,40,NA,50,50,70,50,60,50,60,50,85,50,50,60,60,NA,NA,NA,50,NA,50,30,NA,50,50,60,50
"3759","Republican","High School","White",TRUE,"Male",15,85,50,85,0,100,100,5,50,0,80,5,100,100,100,5,90,100,100,100,90,100,0,0,50,80,100,5,50,100,100,40,100,100,80,100
"3760","Democrat","High School","Native American",FALSE,"Female",70,30,70,NA,100,NA,100,50,85,70,50,50,50,60,85,60,70,70,85,70,60,85,70,60,70,70,30,50,50,70,50,70,60,60,70,85
"3761","Republican","Bachelor's Degree","White",TRUE,"Male",0,70,0,100,0,85,50,85,15,0,60,70,100,70,50,0,60,100,100,100,70,50,0,0,70,40,85,0,85,40,100,0,100,0,50,50
"3762","Democrat","Graduate Degree","White",TRUE,"Female",70,15,85,0,85,0,100,30,100,100,85,60,40,50,100,70,85,85,100,70,100,85,100,85,70,100,40,85,50,60,50,100,85,100,100,100
"3763","Republican","Bachelor's Degree","White",FALSE,"Female",15,70,15,100,15,95,60,100,70,NA,70,85,85,90,60,60,70,100,90,100,60,70,40,70,70,50,90,10,90,90,90,20,90,20,50,90
"3764","Republican","Bachelor's Degree","White",TRUE,"Female",0,100,0,100,0,85,85,70,50,0,70,50,60,70,50,50,50,70,70,85,50,85,15,70,60,15,85,0,85,70,100,85,100,100,30,70
"3765","Democrat","Graduate Degree","White",TRUE,"Female",85,0,90,0,100,0,100,15,85,100,85,15,40,85,85,30,50,50,50,85,85,100,85,100,100,100,0,70,50,85,30,100,50,85,100,100
"3766","Democrat","Graduate Degree","White",TRUE,"Female",70,15,70,0,70,0,85,0,70,70,70,30,30,30,85,40,50,30,70,40,85,100,70,70,50,50,15,70,30,60,15,85,40,60,70,70
"3767","Republican","Some College","White",TRUE,"Male",0,100,0,100,0,100,15,85,85,15,15,85,85,70,100,85,85,85,85,100,85,30,0,15,0,15,85,0,100,70,85,15,85,0,15,40
"3768","Democrat","Some College","Hispanic",TRUE,"Male",60,50,70,15,85,30,60,50,50,30,50,60,50,70,40,60,50,50,50,85,30,85,50,50,60,85,NA,NA,NA,85,50,NA,NA,85,100,70
"3769","Democrat","Graduate Degree","White",TRUE,"Female",65,10,70,0,70,0,85,15,100,85,60,40,30,40,100,60,85,40,85,60,100,100,100,85,70,100,0,85,40,60,0,85,60,100,85,79
"3770","Independent","Graduate Degree",NA,FALSE,"Female",50,50,60,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3771","Republican","High School","White",FALSE,"Male",30,85,0,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3772","Democrat","Some College","Native American",TRUE,"Male",85,15,85,15,100,0,100,60,60,100,70,85,50,100,100,50,85,85,100,100,100,100,100,85,100,100,50,100,50,85,40,50,NA,95,100,100
"3773","Republican","Bachelor's Degree","White",TRUE,"Female",0,85,0,NA,0,89,50,100,50,40,85,60,85,50,50,50,90,90,100,85,50,60,0,40,NA,NA,NA,0,NA,50,60,NA,85,15,50,60
"3774","Democrat","Some College","Black",FALSE,"Female",70,0,70,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3775","Republican","Some College","White",TRUE,"Male",10,80,25,95,15,95,30,40,0,15,0,50,85,60,70,40,70,95,70,95,70,30,0,15,30,30,95,0,95,15,90,0,95,15,15,50
"3776","Republican","Bachelor's Degree","White",TRUE,"Male",30,70,0,100,15,85,30,50,50,40,50,50,60,60,70,40,50,85,50,85,50,50,0,30,50,50,60,15,50,60,60,40,60,60,50,40
"3777","Republican","Less than High School","White",FALSE,"Male",0,100,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3778","Democrat","Graduate Degree","White",TRUE,"Female",70,10,75,0,80,0,90,30,60,60,50,35,40,45,60,40,60,50,60,50,60,75,65,55,65,60,0,45,50,50,0,70,50,50,65,55
"3779","Democrat","Graduate Degree","Hispanic",TRUE,"Female",70,40,85,15,85,0,85,40,50,80,70,83,15,50,40,60,100,85,85,60,15,100,90,50,70,85,0,NA,60,75,40,50,60,30,90,85
"3780","Republican","High School","Black",FALSE,"Male",50,60,70,60,50,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
